Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Kjønn (product.metafields.custom.kj_nn),Kursholder (product.metafields.custom.kursholder),Kurstype (product.metafields.custom.kurstype),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Aldersgruppe (product.metafields.shopify.age-group),Klubb undersett (product.metafields.shopify.club-subset),Klubbtype (product.metafields.shopify.club-type),Farge (product.metafields.shopify.color-pattern),Golfballtype (product.metafields.shopify.golf-ball-type),Håndside (product.metafields.shopify.hand-side),Materiale (product.metafields.shopify.material),Skofunksjoner (product.metafields.shopify.shoe-features),Skostørrelse (product.metafields.shopify.shoe-size),Målkjønn (product.metafields.shopify.target-gender),Komplimentære produkter (product.metafields.shopify--discovery--product_recommendation.complementary_products),Relaterte produkter (product.metafields.shopify--discovery--product_recommendation.related_products),Innstillinger for relaterte produkter (product.metafields.shopify--discovery--product_recommendation.related_products_display),Søk i produktboostinger (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
scotty-cameron-super-select-newport,,,,,,,,,"34""",,,Newport 2 plus,,,,,"",0.0,shopify,deny,manual,5999.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3650.00,
scotty-cameron-super-select-newport,,,,,,,,,"34""",,,Squareback 2,,,,,"",0.0,shopify,deny,manual,5999.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3650.00,
scotty-cameron-super-select-newport,,,,,,,,,"34""",,,Fastback 1.5,,,,,"",0.0,shopify,deny,manual,5999.00,,true,true,,,,,'196665255180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3650.00,
scotty-cameron-super-select-newport,,,,,,,,,"35""",,,Newport 2,,,,,"",0.0,shopify,deny,manual,5999.00,,true,true,,,,,'196665255104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3650.00,
scotty-cameron-super-select-newport,,,,,,,,,"35""",,,Newport plus,,,,,"",0.0,shopify,deny,manual,5999.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3650.00,
scotty-cameron-super-select-newport,,,,,,,,,"35""",,,Newport 2 plus,,,,,"",0.0,shopify,deny,manual,5999.00,,true,true,,,,,'196665255135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3650.00,
scotty-cameron-super-select-newport,,,,,,,,,"35""",,,Squareback 2,,,,,"",0.0,shopify,deny,manual,5999.00,,true,true,,,,,'196665255319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3650.00,
scotty-cameron-super-select-newport,,,,,,,,,"35""",,,Fastback 1.5,,,,,"",0.0,shopify,deny,manual,5999.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3650.00,
scotty-cameron-super-select-newport,,,,,,,,,"33""",,,Fastback,,,,,,0.0,shopify,deny,manual,5999.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3650.00,
scotty-cameron-super-select-newport,,,,,,,,,"34""",,,Fastback,,,,,,0.0,shopify,deny,manual,5999.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3650.00,
scotty-cameron-super-select-newport,,,,,,,,,"35""",,,Fastback,,,,,"",0.0,shopify,deny,manual,5999.00,,true,true,,,,,'196665967175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3650.00,
scotty-cameron-phantom-7-5,"Scotty Cameron Phantom X 7,5 - 35""","<p><strong>Scotty Cameron Phantom 7.5</strong><span> </span>er en imponerende golfputter som kombinerer stil, presisjon og ytelse. Her er noen detaljer om denne putteren:</p>
<ul>
<li>
<p><strong>Design og Konstruksjon</strong>:</p>
<ul>
<li>Phantom X 7.5 har en<span> </span><strong>vingskåret mallet-design</strong><span> </span>som gir en unik estetikk.</li>
<li>Den har en<span> </span><strong>liten skrå hals</strong><span> </span>(også kalt “jet neck”) for å fremme en liten<span> </span><strong>toe flow</strong><span> </span>i putting-slaget.</li>
<li>Putterhodet er laget av<span> </span><strong>solid rustfritt stål</strong>, og sålen/flangen er presisjonsfrest i<span> </span><strong>aluminium</strong>.</li>
<li>Den har en elegant,<span> </span><strong>matt finish</strong><span> </span>som minimerer refleksjoner.</li>
<li>Grafikken er raffinert og tiltalende.</li>
<li>Grepet er<span> </span><strong>Pistolero Plus</strong>, som gir god følelse og kontroll.</li>
</ul>
</li>
<li>
<p><strong>Egenskaper</strong>:</p>
<ul>
<li>
<strong>Allsidig allround-ytelse</strong>: Phantom X 7.5 gir god balanse mellom lengde og kontroll.</li>
<li>
<strong>Høy MOI</strong>: Den har høy motstand mot vridning takket være vingene og vekten plassert bakover.</li>
<li>
<strong>Presis alignment</strong>: Lange hvite siktelinjer på flangen og en svart linje på toppen gir selvsikker alignment.</li>
<li>
<strong>Tilpasningsmuligheter</strong>: Du kan justere lengde, loft og lie etter dine preferanser.</li>
<li>
<strong>Vektfordeling</strong>: Vingformen gir mulighet for mer vekt bakover og rundt kanten.</li>
</ul>
</li>
<li>
<p><strong>Spesifikasjoner</strong>:</p>
<ul>
<li>
<strong>Loft</strong>: 3.5º</li>
<li>
<strong>Lie</strong>: 70º</li>
<li>
<strong>Lengde</strong>: Tilgjengelig i 33"", 34"" og 35""</li>
<li>
<strong>Hode-materiale</strong>: Rustfritt stål (303) med aluminiums såle/flange</li>
<li>
<strong>Offset</strong>: 3/4</li>
<li>
<strong>Grep</strong>: Pistolero Plus</li>
<li>
<strong>Vekter</strong>: 2 x 20 gram (33""), 2 x 15 gram (34""), 2 x 10 gram (35"")</li>
</ul>
</li>
</ul>
<br>",Titleist,Sporting Goods > Outdoor Recreation > Golf > Golf Clubs,Utstyr,Golfkøller,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,4999.00,,true,true,,,,,'706843129051,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/3_fbdc8035-930b-4581-8766-f3e711a0ccc9.jpg?v=1710756003,1,"",false,,,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3000.00,active
scotty-cameron-phantom-7-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/1_75d22b20-e728-4573-b4df-85d5a6382a02.jpg?v=1710756006,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scotty-cameron-phantom-7-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/2_4812eb18-fea2-4a50-997d-8425807aa471.jpg?v=1710756007,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scotty-cameron-phantom-x5,"Scotty Cameron Phantom X 5.5 - 34""","<p><strong>Scotty Cameron Phantom X 5</strong><span> </span>er en imponerende golfputter som kombinerer stil, presisjon og ytelse. Denne putteren er designet for spillere som foretrekker en mallet-putter med estetikken til en tradisjonell bladputter. Her er noen detaljer om denne modellen:</p>
<ul>
<li>
<p><strong>Design og Konstruksjon</strong>:</p>
<ul>
<li>Phantom X 5 har et<span> </span><strong>vingeskåret mallet-design</strong><span> </span>som gir en unik estetikk.</li>
<li>Den har en<span> </span><strong>liten skrå hals</strong><span> </span>(også kjent som “jet neck”) for å fremme en liten<span> </span><strong>toe flow</strong><span> </span>i putting-slaget.</li>
<li>Putterhodet er laget av<span> </span><strong>solid rustfritt stål</strong>, og sålen/flangen er presisjonsfrest i<span> </span><strong>aluminium</strong>.</li>
<li>Den har en elegant,<span> </span><strong>matt finish</strong><span> </span>som minimerer refleksjoner.</li>
<li>Grafikken er raffinert og tiltalende.</li>
<li>Grepet er<span> </span><strong>Pistolero Plus</strong>, som gir god følelse og kontroll.</li>
</ul>
</li>
<li>
<p><strong>Egenskaper</strong>:</p>
<ul>
<li>
<strong>Allsidig allround-ytelse</strong>: Phantom X 5 gir god balanse mellom lengde og kontroll.</li>
<li>
<strong>Høy MOI</strong>: Den har høy motstand mot vridning takket være vingene og vekten plassert bakover.</li>
<li>
<strong>Presis alignment</strong>: Lange hvite siktelinjer på flangen og en svart linje på toppen gir selvsikker alignment.</li>
<li>
<strong>Tilpasningsmuligheter</strong>: Du kan justere lengde, loft og lie etter dine preferanser.</li>
<li>
<strong>Vektfordeling</strong>: Vingformen gir mulighet for mer vekt bakover og rundt kanten.</li>
</ul>
</li>
<li>
<p><strong>Spesifikasjoner</strong>:</p>
<ul>
<li>
<strong>Loft</strong>: 3.5º</li>
<li>
<strong>Lie</strong>: 70º</li>
<li>
<strong>Lengde</strong>: Tilgjengelig i 33"", 34"" og 35""</li>
<li>
<strong>Hode-materiale</strong>: Rustfritt stål (303) med aluminiums såle/flange</li>
<li>
<strong>Offset</strong>: 3/4</li>
<li>
<strong>Grep</strong>: Pistolero Plus</li>
<li>
<strong>Vekter</strong>: 2 x 20 gram (33""), 2 x 15 gram (34""), 2 x 10 gram (35"")</li>
</ul>
</li>
</ul>
<span data-mce-fragment=""1"">Scotty Cameron er født fra validering og suksess på de verdensomspennende tourene og har designet en helt ny Phantom X-linje, som leverer en rekke av de mest ettertraktede hodeformene og skaft-konfigurasjoner som gir maksimal ytelse til ivrige golfere. Putterne har et nytt teksturert Pistol Plus-grep, ny grafikk og førsteklasses styling. Tour-foretrukket flatekonstruksjon i 303 rustfritt stål går gjennom til nesten alle modellene. X 5 har det mest forespurte mallet-designet på touren. Med et nytt vingedesign og proppet med teknologi er dette en av de mest stabile og tilgivelige putterene fra Scotty Cameron. Putteren leveres med en small slant ""jet"" hals.</span>",Titleist,Sporting Goods > Outdoor Recreation > Golf > Golf Clubs,Utstyr,Golfkøller,true,Size,"34""",,,,,,,,"",0.0,shopify,deny,manual,4999.00,,true,true,,,,,'706843128955,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/1_6cab3c0e-8f52-4d92-a678-3dbdcdaedb43.jpg?v=1710752208,1,"",false,,,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3000.00,active
scotty-cameron-phantom-x5,,,,,,,,,"35""",,,,,,,,"",0.0,shopify,deny,manual,4999.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0680/4255/5650/files/2_ccda9f99-cb14-4daa-b5cb-6369fc8464ec.jpg?v=1710752208,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3000.00,
scotty-cameron-phantom-x5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/3_eb78fc26-84ed-40f9-83ff-4c7161aba308.jpg?v=1710752208,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scotty-cameron-phantom-x11,"Scotty Cameron Phantom X 11 - 33""","<p><strong>Scotty Cameron Phantom X 11</strong><span> </span>er en imponerende golfputter som kombinerer stil, presisjon og ytelse. Her er noen detaljer om denne putteren:</p>
<ul>
<li>
<p><strong>Design og Konstruksjon</strong>:</p>
<ul>
<li>Phantom X 11 har en<span> </span><strong>vingskåret mallet-design</strong><span> </span>som gir en unik estetikk.</li>
<li>Den har en<span> </span><strong>liten skrå hals</strong><span> </span>(også kalt “jet neck”) for å fremme en liten<span> </span><strong>toe flow</strong><span> </span>i putting-slaget.</li>
<li>Putterhodet er laget av<span> </span><strong>solid rustfritt stål</strong>, og sålen/flangen er presisjonsfrest i<span> </span><strong>aluminium</strong>.</li>
<li>Den har en elegant,<span> </span><strong>matt finish</strong><span> </span>som minimerer refleksjoner.</li>
<li>Grafikken er raffinert og tiltalende.</li>
<li>Grepet er<span> </span><strong>Pistolero Plus</strong>, som gir god følelse og kontroll.</li>
</ul>
</li>
<li>
<p><strong>Egenskaper</strong>:</p>
<ul>
<li>
<strong>Allsidig allround-ytelse</strong>: Phantom X 11 gir god balanse mellom lengde og kontroll.</li>
<li>
<strong>Høy MOI</strong>: Den har høy motstand mot vridning takket være vingene og vekten plassert bakover.</li>
<li>
<strong>Presis alignment</strong>: Lange hvite siktelinjer på flangen og en svart linje på toppen gir selvsikker alignment.</li>
<li>
<strong>Tilpasningsmuligheter</strong>: Du kan justere lengde, loft og lie etter dine preferanser.</li>
<li>
<strong>Vektfordeling</strong>: Vingformen gir mulighet for mer vekt bakover og rundt kanten.</li>
</ul>
</li>
<li>
<p><strong>Spesifikasjoner</strong>:</p>
<ul>
<li>
<strong>Loft</strong>: 3.5º</li>
<li>
<strong>Lie</strong>: 70º</li>
<li>
<strong>Lengde</strong>: Tilgjengelig i 33"", 34"" og 35""</li>
<li>
<strong>Hode-materiale</strong>: Rustfritt stål (303) med aluminiums såle/flange</li>
<li>
<strong>Offset</strong>: 3/4</li>
<li>
<strong>Grep</strong>: Pistolero Plus</li>
<li>
<strong>Vekter</strong>: 2 x 20 gram (33""), 2 x 15 gram (34""), 2 x 10 gram (35"")</li>
</ul>
</li>
</ul>
<span data-mce-fragment=""1"">Scotty Cameron er født fra validering og suksess på de verdensomspennende tourene og har designet en helt ny Phantom X-linje, som leverer en rekke av de mest ettertraktede hodeformene og skaft-konfigurasjoner som gir maksimal ytelse til ivrige golfere. Putterne har et nytt teksturert Pistol Plus-grep, ny grafikk og førsteklasses styling. Tour-foretrukket flatekonstruksjon i 303 rustfritt stål går gjennom til nesten alle modellene. X 11 er et nytskudd i Phantom serie og tilbyr en near-face balanced mallet med unik profil og ypperlig sikting. Putteren leveres med et single mid-bend skaft.</span>",Titleist,Sporting Goods > Outdoor Recreation > Golf > Golf Clubs,Utstyr,Golfkøller,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,4999.00,,true,true,,,,,'706843129129,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/scotty11.jpg?v=1708447484,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3000.00,active
scotty-cameron-phantom-x11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/1_e10f77b5-344a-4e27-b5fd-8f2549007a76.jpg?v=1710755923,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scotty-cameron-phantom-x11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/2_f3ba99f1-a771-4cc8-bef4-82dc75723204.jpg?v=1710755923,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odessey-dfx-dubbel-wide-34,Odessey DFX dubbel wide,"<p><strong>Odyssey DFX Double Wide</strong><span> </span>er en putter som er utviklet for å hjelpe deg med å forbedre puttingen din. Her er noen viktige detaljer om denne modellen:</p>
<ul>
<li>
<strong>Modell:</strong><span> </span>Odyssey DFX Double Wide</li>
<li>
<strong>Lengde:</strong><span> </span>34 tommer (86,36 cm)</li>
<li>
<strong>Design:</strong><span> </span>Dette er en<span> </span><strong>bladputter</strong><span> </span>med en noe større form enn vanlig, noe som gir ekstra støtte og stabilitet under putting.</li>
<li>
<strong>Vektfordeling:</strong><span> </span>Denne putteren er<span> </span><strong>face balanced</strong>, noe som betyr at den passer best for spillere som foretrekker en jevn følelse og rulling på greenen.</li>
<li>
<strong>Mykere innsats:</strong><span> </span>DFX-serien har en mykere innsats enn den legendariske White Hot-serien, noe som gir en behagelig følelse ved putting.</li>
</ul>",Callaway,,Utstyr,Golfkøller,true,Size,"34""",,,,,,,,"",0.0,shopify,deny,manual,1849.00,,true,true,,,,,'194518342575,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/3_2c6cfada-433b-4166-bd6a-c0a723d08c87.jpg?v=1710752071,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,750.00,active
odessey-dfx-dubbel-wide-34,,,,,,,,,"35""",,,,,,,,"",0.0,shopify,deny,manual,1849.00,,true,true,,,,,'194518342599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,750.00,
odessey-rossie-34,"Odessey ROSSIE  34""","<p><strong>Odyssey DFX Rossie OS</strong><span> </span>er en smidig<span> </span><strong>midmallet-putter</strong><span> </span>med mye tilgivende egenskaper.<span> </span><a rel=""noopener"" data-citationid=""63423952-29f1-70dc-fa01-af32a97f1dac-5-group"" class=""tooltip-target"" href=""https://www.bing.com/aclick?ld=e8O5AvDO8je3arDt-cyGUK4TVUCUyXp1U9my33__r1c1tC840Q451o1s0gHfppvpQzzR6w_-w_XQ7CAMe83ePnTkQq3c-CH5inCDow-iOA8psJR4fF7h5lgT77AJKjJBkfRMpJ4W89GG0nQLXpReaosml2eft4JbbKV-xkpxbUtKOMnrvt&amp;u=aHR0cHMlM2ElMmYlMmZ3d3cuZWJheS5jb20lMmZzY2glMmZpLmh0bWwlM2Zfbmt3JTNkcm9zc2llJTI1MjBwdXR0ZXJzJTI2bm9yb3ZlciUzZDElMjZta2V2dCUzZDElMjZta3JpZCUzZDcxMS0zNDAwMi0xMzA3OC0wJTI2bWtjaWQlM2QyJTI2bWtzY2lkJTNkMTAyJTI2a2V5d29yZCUzZHJvc3NpZSUyNTIwcHV0dGVycyUyNmNybHAlM2RfJTI2TVRfSUQlM2QlMjZnZW9faWQlM2QlMjZybHNhdGFyZ2V0JTNka3dkLTc3MDM0NzA5NDU4ODEwJTNhbG9jLTEzOSUyNmFkcG9zJTNkJTI2ZGV2aWNlJTNkYyUyNm1rdHlwZSUzZCUyNmxvYyUzZDE0NTA1NyUyNnBvaSUzZCUyNmFiY0lkJTNkJTI2Y21wZ24lM2QzOTU0MDI3MzYlMjZzaXRlbG5rJTNkJTI2YWRncm91cGlkJTNkMTIzMjU1Mjc0MTczNDAzOSUyNm5ldHdvcmslM2RvJTI2bWF0Y2h0eXBlJTNkcCUyNm1zY2xraWQlM2RkNzY0ZjdlNjg0YjUxOTU5NzE2NzkyMDFiMzZiOTcwMg&amp;rlid=d764f7e684b5195971679201b36b9702"" target=""_blank"" h=""ID=SERP.9999_96,55131.1,Ads"">Den er<span> </span><strong>face balanced-vektet</strong>, noe som passer best for spillere med en rett puttebevegelse</a><a rel=""noopener"" aria-label=""1: face balanced-vektet"" data-citationid=""63423952-29f1-70dc-fa01-af32a97f1dac-5"" class=""ac-anchor sup-target"" href=""https://www.dormy.com/nb/merker/odyssey/dfx-rossie-os-03005a028"" h=""ID=discoverbing,5015.1"" target=""_blank""><sup class=""citation-sup"">1</sup></a>. Her er noen detaljer om denne putteren:</p>
<ul>
<li>
<strong>Modell:</strong><span> </span>Odyssey DFX Rossie OS</li>
<li>
<strong>Lengde:</strong><span> </span>34 tommer (86,36 cm)</li>
<li>
<strong>Design:</strong><span> </span>Rossie OS har en<span> </span><strong>rund mallet-form</strong><span> </span>med en kort slant hosel og<span> </span><strong>bold alignment lines</strong><span> </span>for enkel justering av puttingen.</li>
<li>
<strong>Innlegg:</strong><span> </span>DFX-innlegget er Odysseys mykeste noensinne, 20 % mykere enn White Hot, og gir en jevn følelse og god rulling på greenen.</li>
<li>
<strong>Helsvart finish:</strong><span> </span>Putteren har en førsteklasses svart finish som gir den et elegant og diskré utseende fra hodet til innlegget.</li>
</ul>",Callaway,,Utstyr,Golfkøller,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,1849.00,,true,true,,,,,'194518342834,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/4_141cac74-cb20-4443-b18a-e6a2ada827ed.jpg?v=1710752080,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,750.00,active
odessey-dfx-7-os-35,Odessey DFX 7 OS,"<p><strong>Odyssey DFX #7 OS</strong><span> </span>er en smidig<span> </span><strong>midmallet-putter</strong><span> </span>med mye tilgivende egenskaper. Den er face balanced-vektet, noe som passer best for spillere med en rett puttebevegelse.<span> </span>Her er noen detaljer om denne putteren:</p>
<ul>
<li>
<strong>Modell:</strong><span> </span>Odyssey DFX #7 OS</li>
<li>
<strong>Lengde:</strong> 33, 34, 35 tommer</li>
<li>
<strong>Design:</strong><span> </span>DFX #7 OS har en<span> </span><strong>rund mallet-form</strong><span> </span>med en kort slant hosel og<span> </span><strong>bold alignment lines</strong><span> </span>for enkel justering av puttingen.</li>
<li>
<strong>Innlegg:</strong><span> </span>DFX-innlegget er Odysseys mykeste noensinne, 20 % mykere enn White Hot, og gir en jevn følelse og god rulling på greenen.</li>
<li>
<strong>Helsvart finish:</strong><span> </span>Putteren har en førsteklasses svart finish som gir den et elegant og diskré utseende fra hodet til innlegget.</li>
</ul>",Callaway,,Utstyr,Golfkøller,true,Størrelse,"34""",,,,,,,,"",0.0,shopify,deny,manual,1849.00,,true,true,,,,,'194518343091,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/2_d1196e7c-f473-4c17-a4ac-4491d8eb9cd8.jpg?v=1710752063,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,750.00,active
odessey-dfx-7-os-35,,,,,,,,,"35""",,,,,,,,"",0.0,shopify,deny,manual,1849.00,,true,true,,,,,'194518343114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,750.00,
